facility_id,ts_event,ts_ingest,power_mw,energy_mwh,emissions_t,demand_mw,price_per_mwh,name,fuel,state,lat,lon
0MREH,2025-10-05T03:25:00,2025-11-07T16:10:05.880955,-0.9672000000000001,-0.0806,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T03:30:00,2025-11-07T16:10:05.880955,-1.2012,-0.1001,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T03:35:00,2025-11-07T16:10:05.880955,-2.2728,-0.1894,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T03:40:00,2025-11-07T16:10:05.880955,-0.08760000000000001,-0.0073,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T03:45:00,2025-11-07T16:10:05.880955,-0.5184000000000001,-0.0432,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T03:50:00,2025-11-07T16:10:05.880955,-1.7484,-0.1457,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T03:55:00,2025-11-07T16:10:05.880955,-0.9696,-0.0808,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T04:00:00,2025-11-07T16:10:05.880955,-0.5184000000000001,-0.0432,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T04:05:00,2025-11-07T16:10:05.880955,2.6184000000000003,0.2182,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T04:10:00,2025-11-07T16:10:05.880955,-0.0204,-0.0017,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T04:15:00,2025-11-07T16:10:05.880955,-0.5184000000000001,-0.0432,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T04:20:00,2025-11-07T16:10:05.880955,-0.5184000000000001,-0.0432,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T04:25:00,2025-11-07T16:10:05.880955,-1.8936,-0.1578,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T04:30:00,2025-11-07T16:10:05.880955,-0.5184000000000001,-0.0432,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T04:35:00,2025-11-07T16:10:05.880955,-0.9900000000000001,-0.0825,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T04:40:00,2025-11-07T16:10:05.880955,-1.6620000000000001,-0.1385,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T04:45:00,2025-11-07T16:10:05.880955,-0.9768,-0.0814,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T04:50:00,2025-11-07T16:10:05.880955,-1.0572000000000001,-0.0881,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T04:55:00,2025-11-07T16:10:05.880955,-1.0008000000000001,-0.0834,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T05:00:00,2025-11-07T16:10:05.880955,0.7524000000000001,0.0627,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T05:05:00,2025-11-07T16:10:05.880955,-1.2288000000000001,-0.1024,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T05:10:00,2025-11-07T16:10:05.880955,0.5544,0.0462,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T05:15:00,2025-11-07T16:10:05.880955,0.792,0.066,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T05:20:00,2025-11-07T16:10:05.880955,0.6012000000000001,0.0501,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T05:25:00,2025-11-07T16:10:05.880955,-1.6884,-0.1407,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T05:30:00,2025-11-07T16:10:05.880955,4.6224,0.3852,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T05:35:00,2025-11-07T16:10:05.880955,1.5984000000000003,0.1332,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T05:40:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T05:45:00,2025-11-07T16:10:05.880955,1.434,0.1195,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T05:50:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T05:55:00,2025-11-07T16:10:05.880955,1.524,0.127,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T06:00:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T06:05:00,2025-11-07T16:10:05.880955,1.554,0.1295,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T06:10:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T06:15:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T06:20:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T06:25:00,2025-11-07T16:10:05.880955,0.846,0.0705,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T06:30:00,2025-11-07T16:10:05.880955,2.6820000000000004,0.2235,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T06:35:00,2025-11-07T16:10:05.880955,1.1856,0.0988,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T06:40:00,2025-11-07T16:10:05.880955,1.7628000000000001,0.1469,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T06:45:00,2025-11-07T16:10:05.880955,3.1188000000000002,0.2599,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T06:50:00,2025-11-07T16:10:05.880955,3.522,0.2935,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T06:55:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T07:00:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T07:05:00,2025-11-07T16:10:05.880955,2.7192000000000003,0.2266,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T07:10:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T07:15:00,2025-11-07T16:10:05.880955,2.9544,0.2462,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T07:20:00,2025-11-07T16:10:05.880955,5.290800000000001,0.4409,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T07:25:00,2025-11-07T16:10:05.880955,1.9104,0.1592,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T07:30:00,2025-11-07T16:10:05.880955,0.6348,0.0529,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T07:35:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T07:40:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T07:45:00,2025-11-07T16:10:05.880955,3.6624000000000003,0.3052,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T07:50:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T07:55:00,2025-11-07T16:10:05.880955,2.6184000000000003,0.2182,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T08:00:00,2025-11-07T16:10:05.880955,2.964,0.247,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T08:05:00,2025-11-07T16:10:05.880955,2.5980000000000003,0.2165,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T08:10:00,2025-11-07T16:10:05.880955,3.7632,0.3136,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T08:15:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T08:20:00,2025-11-07T16:10:05.880955,0.7164,0.0597,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T08:25:00,2025-11-07T16:10:05.880955,2.3112,0.1926,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T08:30:00,2025-11-07T16:10:05.880955,-26.0064,-2.1672,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T08:35:00,2025-11-07T16:10:05.880955,-2.1048,-0.1754,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T08:40:00,2025-11-07T16:10:05.880955,-51.2004,-4.2667,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T08:45:00,2025-11-07T16:10:05.880955,-49.230000000000004,-4.1025,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T08:50:00,2025-11-07T16:10:05.880955,-3.7896000000000005,-0.3158,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T08:55:00,2025-11-07T16:10:05.880955,-2.8068,-0.2339,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T09:00:00,2025-11-07T16:10:05.880955,-0.3456,-0.0288,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T09:05:00,2025-11-07T16:10:05.880955,-0.44639999999999996,-0.0372,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T09:10:00,2025-11-07T16:10:05.880955,2.4972000000000003,0.2081,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T09:15:00,2025-11-07T16:10:05.880955,-0.2412,-0.0201,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T09:20:00,2025-11-07T16:10:05.880955,-0.10439999999999999,-0.0087,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T09:25:00,2025-11-07T16:10:05.880955,-1.3296000000000001,-0.1108,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T09:30:00,2025-11-07T16:10:05.880955,-4.0212,-0.3351,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T09:35:00,2025-11-07T16:10:05.880955,-5.8512,-0.4876,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T09:40:00,2025-11-07T16:10:05.880955,-16.7508,-1.3959,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T09:45:00,2025-11-07T16:10:05.880955,-16.8516,-1.4043,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T09:50:00,2025-11-07T16:10:05.880955,-28.6356,-2.3863,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T09:55:00,2025-11-07T16:10:05.880955,-1.716,-0.143,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T10:00:00,2025-11-07T16:10:05.880955,-1.0524,-0.0877,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T10:05:00,2025-11-07T16:10:05.880955,-3.2532,-0.2711,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T10:10:00,2025-11-07T16:10:05.880955,-48.888,-4.074,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T10:15:00,2025-11-07T16:10:05.880955,-6.5088,-0.5424,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T10:20:00,2025-11-07T16:10:05.880955,-0.42240000000000005,-0.0352,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T10:25:00,2025-11-07T16:10:05.880955,-49.1496,-4.0958,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T10:30:00,2025-11-07T16:10:05.880955,-2.7624,-0.2302,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T10:35:00,2025-11-07T16:10:05.880955,-49.31040000000001,-4.1092,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T10:40:00,2025-11-07T16:10:05.880955,-20.1588,-1.6799,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T10:45:00,2025-11-07T16:10:05.880955,-8.49,-0.7075,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T10:50:00,2025-11-07T16:10:05.880955,-10.5708,-0.8809,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T10:55:00,2025-11-07T16:10:05.880955,-48.942,-4.0785,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T11:00:00,2025-11-07T16:10:05.880955,-24.472800000000003,-2.0394,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T11:05:00,2025-11-07T16:10:05.880955,-30.7908,-2.5659,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T11:10:00,2025-11-07T16:10:05.880955,-6.925199999999999,-0.5771,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T11:15:00,2025-11-07T16:10:05.880955,-18.1248,-1.5104,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T11:20:00,2025-11-07T16:10:05.880955,-5.3676,-0.4473,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T11:25:00,2025-11-07T16:10:05.880955,-12.3432,-1.0286,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T11:30:00,2025-11-07T16:10:05.880955,-0.37920000000000004,-0.0316,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T11:35:00,2025-11-07T16:10:05.880955,-6.3648,-0.5304,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T11:40:00,2025-11-07T16:10:05.880955,-47.142,-3.9285,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T11:45:00,2025-11-07T16:10:05.880955,-52.126799999999996,-4.3439,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T11:50:00,2025-11-07T16:10:05.880955,-34.5396,-2.8783,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T11:55:00,2025-11-07T16:10:05.880955,-72.2388,-6.0199,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T12:00:00,2025-11-07T16:10:05.880955,-76.39800000000001,-6.3665,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T12:05:00,2025-11-07T16:10:05.880955,-74.42760000000001,-6.2023,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T12:10:00,2025-11-07T16:10:05.880955,-73.2864,-6.1072,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T12:15:00,2025-11-07T16:10:05.880955,-73.5108,-6.1259,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T12:20:00,2025-11-07T16:10:05.880955,-73.8876,-6.1573,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T12:25:00,2025-11-07T16:10:05.880955,-74.1828,-6.1819,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T12:30:00,2025-11-07T16:10:05.880955,-72.47040000000001,-6.0392,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T12:35:00,2025-11-07T16:10:05.880955,-74.9544,-6.2462,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T12:40:00,2025-11-07T16:10:05.880955,-102.1932,-8.5161,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T12:45:00,2025-11-07T16:10:05.880955,-72.7428,-6.0619,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T12:50:00,2025-11-07T16:10:05.880955,-73.6692,-6.1391,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T12:55:00,2025-11-07T16:10:05.880955,-73.6896,-6.1408,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T13:00:00,2025-11-07T16:10:05.880955,-73.84080000000002,-6.1534,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T13:05:00,2025-11-07T16:10:05.880955,-73.7796,-6.1483,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T13:10:00,2025-11-07T16:10:05.880955,-72.9504,-6.0792,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T13:15:00,2025-11-07T16:10:05.880955,-69.41520000000001,-5.7846,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T13:20:00,2025-11-07T16:10:05.880955,-72.474,-6.0395,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T13:25:00,2025-11-07T16:10:05.880955,-76.0356,-6.3363,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T13:30:00,2025-11-07T16:10:05.880955,-73.7904,-6.1492,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T13:35:00,2025-11-07T16:10:05.880955,-71.71920000000001,-5.9766,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T13:40:00,2025-11-07T16:10:05.880955,-32.9928,-2.7494,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T13:45:00,2025-11-07T16:10:05.880955,-31.6968,-2.6414,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T13:50:00,2025-11-07T16:10:05.880955,-12.809999999999999,-1.0675,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T13:55:00,2025-11-07T16:10:05.880955,-23.5716,-1.9643,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T14:00:00,2025-11-07T16:10:05.880955,-24.4752,-2.0396,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
0MREH,2025-10-05T14:05:00,2025-11-07T16:10:05.880955,-25.768800000000002,-2.1474,0.0,,,Melbourne A1,battery_discharging,VI,-37.661274,144.726302
